accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall,learning_rate
0.6981835961341858,0.7646565437316895,0.6425718069076538,0.7006348371505737,0.6848465204238892,0.774319052696228,0.8669697046279907,0.6317521929740906,0.7147002220153809,0.933080792427063,0.0005913125351071
0.7688939571380615,0.8450709581375122,0.5271238684654236,0.7466104030609131,0.8092749714851379,0.7665369510650635,0.8819738626480103,0.5872565507888794,0.7049335837364197,0.9381313323974608,0.0005913125351071
0.7813817858695984,0.8623873591423035,0.5013195276260376,0.7633681893348694,0.8112344741821289,0.7691310048103333,0.8944334983825684,0.5540933012962341,0.702602207660675,0.9545454382896424,0.0005913125351071
0.800843358039856,0.8755244612693787,0.4783461689949035,0.7871007919311523,0.8210319876670837,0.7749675512313843,0.8998712301254272,0.522597074508667,0.7073625326156616,0.9583333134651184,0.0005913125351071
0.8024651408195496,0.8814400434494019,0.4663488566875458,0.7760478854179382,0.8465055227279663,0.7749675512313843,0.9098939299583436,0.5016140937805176,0.7050691246986389,0.9659090638160706,0.0005913125351071
0.8066818118095398,0.8860930800437927,0.4596830308437347,0.7833333611488342,0.844219446182251,0.7996109127998352,0.9167474508285522,0.4661972224712372,0.7333333492279053,0.9583333134651184,0.0005913125351071
0.8144664168357849,0.8947063088417053,0.4443153738975525,0.7970879673957825,0.840300440788269,0.8151751160621643,0.9252129793167114,0.439492791891098,0.7517378330230713,0.9558081030845642,0.0005913125351071
0.8212779760360718,0.9029476046562196,0.4252602756023407,0.8013530373573303,0.8510777354240417,0.8184176683425903,0.9328341484069824,0.4200780689716339,0.7570281028747559,0.952020227909088,0.0005913125351071
0.8297113180160522,0.9073439240455629,0.4175086319446563,0.8076452612876892,0.8625081777572632,0.8229572176933289,0.9386094808578492,0.4017327129840851,0.7639877796173096,0.948232352733612,0.0005913125351071
0.8368472456932068,0.9149280190467834,0.4032512903213501,0.8178725838661194,0.8638144731521606,0.8430609703063965,0.9464049339294434,0.3724064826965332,0.7900843620300293,0.9457070827484132,0.0005913125351071
0.8368472456932068,0.9176445603370668,0.3973475098609924,0.8178725838661194,0.8638144731521606,0.853437066078186,0.9496456384658812,0.3578510582447052,0.8023504018783569,0.948232352733612,0.0005913125351071
0.8404151797294617,0.9159604907035828,0.4016073942184448,0.8212739825248718,0.8674069046974182,0.8664072751998901,0.9500782489776612,0.3426434099674225,0.8248336911201477,0.939393937587738,0.0005913125351071
0.8434966206550598,0.9236880540847778,0.385040283203125,0.8304443955421448,0.8605486750602722,0.8586251735687256,0.9539132714271544,0.3427245914936065,0.8092672228813171,0.948232352733612,0.0005913125351071
0.8488485217094421,0.926091969013214,0.3786219954490661,0.8291100263595581,0.8762246966362,0.8696498274803162,0.9575453996658324,0.3233993947505951,0.8279688954353333,0.941919207572937,0.0005913125351071
0.8543626070022583,0.9310950636863708,0.3673691153526306,0.8362336754798889,0.8788373470306396,0.8787289261817932,0.9616296291351318,0.3119478225708008,0.836484968662262,0.9494949579238892,0.0005913125351071
0.863606870174408,0.9336963295936584,0.360902726650238,0.8445547819137573,0.8889614343643188,0.8865110278129578,0.9652382135391236,0.299706220626831,0.8454647064208984,0.9532828330993652,0.0005913125351071
0.8566331267356873,0.9319598078727722,0.365444540977478,0.8403124809265137,0.8781841993331909,0.881322979927063,0.9658358693122864,0.3013457059860229,0.8417508602142334,0.9469696879386902,0.0005913125351071
0.861336350440979,0.9383282661437988,0.3502780795097351,0.8458163738250732,0.8814500570297241,0.8910505771636963,0.9676759839057922,0.2911729514598846,0.8529411554336548,0.952020227909088,0.0005913125351071
0.8710671663284302,0.9427173137664796,0.3384095430374145,0.8588160872459412,0.8860222101211548,0.8884565234184265,0.9688290953636168,0.2893096208572387,0.8498871326446533,0.9507575631141664,0.0005913125351071
0.8705806136131287,0.9425086975097656,0.340128630399704,0.8546366095542908,0.8909209370613098,0.8936446309089661,0.9718416929244996,0.2743505537509918,0.8584474921226501,0.9494949579238892,0.0005913125351071
0.8773921728134155,0.9485291242599488,0.323645681142807,0.8648734092712402,0.8925538659095764,0.8988326787948608,0.9708712697029114,0.2686992883682251,0.8689095377922058,0.9457070827484132,0.0005913125351071
0.8809601068496704,0.9530565142631532,0.3110601305961609,0.8716475367546082,0.8915741443634033,0.9092088341712952,0.9742609262466432,0.2535703480243683,0.8853427767753601,0.9457070827484132,0.0005913125351071
0.8811222910881042,0.9510271549224854,0.3171651363372803,0.8777164816856384,0.8837361335754395,0.9105058312416076,0.9741279482841492,0.2552077174186706,0.885613203048706,0.948232352733612,0.0005913125351071
0.8786895871162415,0.949864625930786,0.3206207156181335,0.8633794188499451,0.8977792263031006,0.9137483835220336,0.9772878885269164,0.2445284724235534,0.8871915340423584,0.9532828330993652,0.0005913125351071
0.8795005083084106,0.951293170452118,0.315654993057251,0.8668143153190613,0.8948400020599365,0.9202334880828856,0.9783796072006226,0.2379040569067001,0.901560604572296,0.948232352733612,0.0005913125351071
0.8829062581062317,0.9530700445175172,0.3097534477710724,0.875,0.8915741443634033,0.9247730374336244,0.978020191192627,0.2378243803977966,0.90625,0.952020227909088,0.0005913125351071
0.8846902251243591,0.956071436405182,0.3028861284255981,0.8735303282737732,0.8977792263031006,0.920881986618042,0.9805446267127992,0.2358924895524978,0.8895348906517029,0.9659090638160706,0.0005913125351071
0.8893934488296509,0.9578567743301392,0.2967418134212494,0.8772986531257629,0.9036577343940736,0.9247730374336244,0.9798316359519958,0.2334399819374084,0.8967136144638062,0.9646464586257936,0.0005913125351071
0.8889068961143494,0.95729798078537,0.296647846698761,0.879591166973114,0.8994121551513672,0.926718533039093,0.979937732219696,0.2284103631973266,0.9017751216888428,0.9621211886405944,0.0005913125351071
0.8885825276374817,0.959037184715271,0.2914079427719116,0.8712097406387329,0.9101893901824952,0.9345006346702576,0.9823392629623412,0.2209364771842956,0.9079102873802184,0.9709596037864684,0.0005913125351071
0.8913396000862122,0.9606246948242188,0.2878110408782959,0.8873056769371033,0.8948400020599365,0.9215304851531982,0.9811489582061768,0.2282119989395141,0.8887601494789124,0.9684343338012696,0.0005913125351071
0.8955562710762024,0.961567759513855,0.2831099927425384,0.8816288113594055,0.912148892879486,0.9312580823898317,0.981537938117981,0.219937652349472,0.9063981175422668,0.9659090638160706,0.0005913125351071
0.8978267908096313,0.9620856046676636,0.282354325056076,0.8915002942085266,0.9043108820915222,0.9280155897140504,0.982312262058258,0.2213537842035293,0.9010600447654724,0.9659090638160706,0.0005913125351071
0.9020434617996216,0.9649020433425904,0.2726228833198547,0.8924010396003723,0.9128021001815796,0.9325551390647888,0.9815421104431152,0.2188478261232376,0.9047058820724488,0.9709596037864684,0.0005913125351071
0.8950697183609009,0.9612637162208556,0.2848012149333954,0.8834550380706787,0.9085565209388732,0.9345006346702576,0.9820404052734376,0.2129091024398803,0.9088757634162904,0.9696969985961914,0.0005913125351071
0.9022056460380554,0.9647977948188782,0.2730511426925659,0.8980252742767334,0.9059438109397888,0.9247730374336244,0.9842735528945924,0.2181212753057479,0.8912037014961243,0.9722222089767456,0.0005913125351071
0.897178053855896,0.9639386534690856,0.2752529382705688,0.8798497915267944,0.918354034423828,0.9364461898803712,0.984691083431244,0.20815309882164,0.913095235824585,0.9684343338012696,0.0005913125351071
0.901719093322754,0.9685159921646118,0.2609232068061828,0.8999999761581421,0.9023513793945312,0.9383916854858398,0.9831127524375916,0.2050390839576721,0.923450767993927,0.9595959782600404,0.0005913125351071
0.9030165672302246,0.9687574505805968,0.2602790296077728,0.8971630930900574,0.9088830947875975,0.9254215359687804,0.983510196208954,0.213466465473175,0.8922364115715027,0.9722222089767456,0.0005913125351071
0.9046383500099182,0.9679358005523682,0.2629689276218414,0.891951858997345,0.9193337559700012,0.9377431869506836,0.9841691851615906,0.2011578381061554,0.915274441242218,0.9684343338012696,0.0005913125351071
0.9052870869636536,0.9675928354263306,0.2623854577541351,0.8978805541992188,0.913128674030304,0.9351491332054138,0.984562337398529,0.204880952835083,0.9089834690093994,0.9709596037864684,0.0005913125351071
0.9072332382202148,0.9684872031211852,0.2591745257377624,0.8964968323707581,0.9193337559700012,0.9364461898803712,0.98451429605484,0.2019944190979004,0.9140811562538148,0.9671717286109924,0.0005913125351071
0.9056113958358764,0.9668342471122742,0.2655821740627289,0.900775671005249,0.9101893901824952,0.9377431869506836,0.984780251979828,0.2025052309036255,0.9123222827911376,0.9722222089767456,0.0005913125351071
0.907071053981781,0.9713377356529236,0.2496373951435089,0.9028812050819396,0.9108425974845886,0.9338521361351012,0.9858678579330444,0.2023230195045471,0.9049295783042908,0.9734848737716676,0.0005913125351071
0.9103146195411682,0.9713677763938904,0.2494517266750335,0.9040257930755616,0.9167211055755616,0.9338521361351012,0.9856354594230652,0.1962994933128357,0.9068396091461182,0.9709596037864684,0.0005913125351071
0.909179389476776,0.970192849636078,0.2532153129577636,0.9012187123298644,0.9177008271217346,0.9474708437919616,0.986276924610138,0.1882321983575821,0.9340659379959106,0.9659090638160706,0.0005913125351071
0.9138825535774232,0.9726893901824952,0.2434136867523193,0.9096795320510864,0.9177008271217346,0.929961085319519,0.9855513572692872,0.2026481330394745,0.8995327353477478,0.9722222089767456,0.0005913125351071
0.9085306525230408,0.9715582132339478,0.248003140091896,0.9016076922416688,0.9157413244247437,0.9403372406959534,0.9849554300308228,0.1952117383480072,0.9206730723381042,0.9671717286109924,0.0005913125351071
0.9155043959617616,0.9717590808868408,0.2458862960338592,0.9065600037574768,0.925212264060974,0.9409857392311096,0.9860833287239076,0.1877281665802002,0.9258809089660645,0.9621211886405944,0.0005913125351071
0.9130716919898988,0.9737794995307922,0.2395465224981308,0.90794575214386,0.9180274605751038,0.942282736301422,0.9876523613929749,0.1835982650518417,0.9209581017494202,0.9709596037864684,0.0005913125351071
0.916153073310852,0.9735291004180908,0.2402929961681366,0.911945641040802,0.9199869632720948,0.941634237766266,0.9856657385826112,0.1890347450971603,0.9290953278541564,0.9595959782600404,0.0005913125351071
0.9142069220542908,0.9749951362609864,0.2346742004156112,0.902191162109375,0.9278249740600586,0.9461737871170044,0.9873796105384828,0.1803117990493774,0.9339045286178588,0.9633838534355164,0.0005913125351071
0.919396698474884,0.976134479045868,0.2288078665733337,0.9178885817527772,0.9199869632720948,0.9370946884155272,0.9862533807754515,0.1910875141620636,0.9122182726860046,0.9709596037864684,0.0005913125351071
